-3,-7,-4,-6,-9,-4,-8,-4
0,0,-1,0,0,-1,0,-1
-3,-9,-8,-3,-3,-9,-3,-6
-2,0,1,0,1,0,-1,0
-6,-2,-8,-1,-7,-3,-6,-9
3,-2,-4,-2,3,-5,3,-1
-1,3,1,-1,1,-2,1,0
-3,-3,1,-3,-1,-2,-1,1
-4,-7,-2,-6,-2,-5,-4,-4
-9,-9,-10,-9,-8,-9,-8,0
-8,-8,-7,-8,-1,-8,-6,-5
-6,-4,-7,-6,-1,-4,-4,-9
-4,-1,-3,-1,-3,-1,-4,-5
-7,-10,-4,-7,-2,-10,-2,-5
-3,-5,-8,-3,-8,-5,-3,-8
-5,1,-1,-1,1,1,-1,0
2,2,2,2,2,2,2,2
0,0,-5,0,-3,3,-3,-2
1,1,1,1,1,1,1,1
-2,-1,-1,0,-2,0,-2,-1
-2,-2,-1,-2,-1,1,-4,-1
-3,-5,-8,-5,-8,-5,-4,-8
-1,-2,-5,-2,-2,-7,-2,-4
-3,-3,-5,-6,-4,-3,-2,-4
-2,-3,-1,-3,-1,-3,-2,-1
-7,-8,-7,-7,-7,-6,-7,-6
-2,-2,-1,-3,-4,-2,-8,-1
-4,-4,-10,-1,-10,-4,-10,-9
0,-10,-9,-10,-9,-3,-9,-2
4,-4,1,1,1,-6,0,1
-5,-2,-7,-4,-8,-4,-1,-7
-6,1,-5,0,-8,-4,-7,0
-4,-3,-1,0,-5,-8,-2,-7
-2,-2,-2,-4,-8,-1,-6,-7
1,2,-2,-5,2,-2,1,2
