tA,tE,tI,tDor,tP,tR
0.0,Inf,Inf,Inf,Inf,0.0
91.0,Inf,Inf,Inf,Inf,97.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
36.0,Inf,Inf,Inf,Inf,38.0
69.0,Inf,Inf,Inf,Inf,70.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
53.0,Inf,Inf,Inf,Inf,54.0
48.0,Inf,Inf,Inf,Inf,50.0
Inf,35.0,38.0,Inf,Inf,42.0
0.0,Inf,Inf,Inf,Inf,0.0
33.0,Inf,Inf,Inf,Inf,39.0
11.0,Inf,Inf,Inf,Inf,16.0
56.0,Inf,Inf,Inf,Inf,57.0
10.0,Inf,Inf,Inf,Inf,14.0
Inf,Inf,Inf,Inf,Inf,Inf
94.0,Inf,Inf,Inf,Inf,105.0
96.0,Inf,Inf,Inf,Inf,97.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
38.0,Inf,Inf,Inf,Inf,39.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
78.0,Inf,Inf,Inf,Inf,99.0
57.0,Inf,Inf,Inf,Inf,64.0
Inf,70.0,79.0,85.0,101.0,123.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,32.0,37.0,Inf,Inf,45.0
42.0,Inf,Inf,Inf,Inf,45.0
39.0,Inf,Inf,Inf,Inf,43.0
24.0,Inf,Inf,Inf,Inf,28.0
Inf,38.0,42.0,Inf,Inf,44.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,59.0,70.0,73.0,92.0,101.0
95.0,Inf,Inf,Inf,Inf,98.0
94.0,Inf,Inf,Inf,Inf,95.0
95.0,Inf,Inf,Inf,Inf,105.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
26.0,Inf,Inf,Inf,Inf,29.0
27.0,Inf,Inf,Inf,Inf,32.0
27.0,Inf,Inf,Inf,Inf,34.0
44.0,Inf,Inf,Inf,Inf,45.0
36.0,Inf,Inf,Inf,Inf,49.0
40.0,Inf,Inf,Inf,Inf,49.0
45.0,Inf,Inf,Inf,Inf,50.0
41.0,Inf,Inf,Inf,Inf,43.0
44.0,Inf,Inf,Inf,Inf,47.0
44.0,Inf,Inf,Inf,Inf,45.0
39.0,Inf,Inf,Inf,Inf,46.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,102.0,108.0,Inf,Inf,111.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
34.0,Inf,Inf,Inf,Inf,37.0
30.0,Inf,Inf,Inf,Inf,39.0
43.0,Inf,Inf,45.0,54.0,69.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
42.0,Inf,Inf,Inf,Inf,57.0
21.0,Inf,Inf,Inf,Inf,26.0
67.0,Inf,Inf,Inf,Inf,72.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
33.0,Inf,Inf,Inf,Inf,41.0
26.0,Inf,Inf,Inf,Inf,31.0
Inf,17.0,24.0,Inf,Inf,31.0
28.0,Inf,Inf,Inf,Inf,35.0
27.0,Inf,Inf,Inf,Inf,30.0
22.0,Inf,Inf,Inf,Inf,23.0
49.0,Inf,Inf,Inf,Inf,61.0
82.0,Inf,Inf,Inf,Inf,88.0
Inf,38.0,43.0,Inf,Inf,44.0
Inf,38.0,45.0,48.0,84.0,111.0
60.0,Inf,Inf,Inf,Inf,61.0
Inf,90.0,100.0,102.0,122.0,138.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
8.0,Inf,Inf,Inf,Inf,31.0
Inf,38.0,44.0,Inf,Inf,47.0
33.0,Inf,Inf,Inf,Inf,43.0
30.0,Inf,Inf,Inf,Inf,37.0
Inf,29.0,38.0,Inf,Inf,40.0
Inf,29.0,33.0,Inf,Inf,38.0
36.0,Inf,Inf,Inf,Inf,41.0
37.0,Inf,Inf,Inf,Inf,42.0
57.0,Inf,Inf,Inf,Inf,63.0
70.0,Inf,Inf,Inf,Inf,71.0
0.0,Inf,Inf,Inf,Inf,0.0
27.0,Inf,Inf,Inf,Inf,28.0
0.0,Inf,Inf,Inf,Inf,0.0
42.0,Inf,Inf,Inf,Inf,47.0
0.0,Inf,Inf,Inf,Inf,0.0
33.0,Inf,Inf,Inf,Inf,34.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,36.0,42.0,Inf,Inf,45.0
80.0,Inf,Inf,Inf,Inf,86.0
33.0,Inf,Inf,Inf,Inf,34.0
0.0,Inf,Inf,Inf,Inf,0.0
40.0,Inf,Inf,Inf,Inf,42.0
Inf,32.0,35.0,Inf,Inf,41.0
26.0,Inf,Inf,Inf,Inf,34.0
36.0,Inf,Inf,Inf,Inf,37.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
61.0,Inf,Inf,Inf,Inf,62.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
28.0,Inf,Inf,Inf,Inf,30.0
43.0,Inf,Inf,Inf,Inf,57.0
Inf,38.0,39.0,Inf,Inf,42.0
60.0,Inf,Inf,Inf,Inf,64.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,40.0,49.0,Inf,Inf,50.0
44.0,Inf,Inf,Inf,Inf,54.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
52.0,Inf,Inf,Inf,Inf,56.0
Inf,31.0,32.0,Inf,Inf,33.0
Inf,33.0,37.0,Inf,Inf,38.0
0.0,Inf,Inf,Inf,Inf,0.0
43.0,Inf,Inf,Inf,Inf,46.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
26.0,Inf,Inf,Inf,Inf,27.0
44.0,Inf,Inf,Inf,Inf,58.0
73.0,Inf,Inf,Inf,Inf,76.0
35.0,Inf,Inf,Inf,Inf,40.0
38.0,Inf,Inf,Inf,Inf,40.0
39.0,Inf,Inf,Inf,Inf,40.0
0.0,Inf,Inf,Inf,Inf,0.0
35.0,Inf,Inf,Inf,Inf,40.0
0.0,Inf,Inf,Inf,Inf,0.0
40.0,Inf,Inf,Inf,Inf,45.0
17.0,Inf,Inf,Inf,Inf,23.0
36.0,Inf,Inf,Inf,Inf,43.0
0.0,Inf,Inf,Inf,Inf,0.0
40.0,Inf,Inf,Inf,Inf,45.0
11.0,Inf,Inf,Inf,Inf,14.0
0.0,Inf,Inf,Inf,Inf,0.0
33.0,Inf,Inf,Inf,Inf,36.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
28.0,Inf,Inf,Inf,Inf,41.0
37.0,Inf,Inf,Inf,Inf,38.0
37.0,Inf,Inf,Inf,Inf,38.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
9.0,Inf,Inf,Inf,Inf,16.0
45.0,Inf,Inf,Inf,Inf,51.0
Inf,27.0,35.0,Inf,Inf,38.0
38.0,Inf,Inf,Inf,Inf,43.0
36.0,Inf,Inf,Inf,Inf,38.0
38.0,Inf,Inf,Inf,Inf,41.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
28.0,Inf,Inf,Inf,Inf,30.0
Inf,20.0,27.0,Inf,Inf,33.0
Inf,28.0,32.0,Inf,Inf,38.0
Inf,Inf,Inf,Inf,Inf,Inf
56.0,Inf,Inf,Inf,Inf,61.0
0.0,Inf,Inf,Inf,Inf,0.0
39.0,Inf,Inf,Inf,Inf,40.0
46.0,Inf,Inf,Inf,Inf,48.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,44.0,53.0,Inf,Inf,55.0
66.0,Inf,Inf,Inf,Inf,70.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
44.0,Inf,Inf,Inf,Inf,48.0
40.0,Inf,Inf,Inf,Inf,41.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
45.0,Inf,Inf,Inf,Inf,46.0
Inf,37.0,42.0,Inf,Inf,47.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,36.0,42.0,Inf,Inf,44.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,99.0,112.0,Inf,Inf,113.0
37.0,Inf,Inf,Inf,Inf,39.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,18.0,25.0,Inf,Inf,27.0
0.0,Inf,Inf,Inf,Inf,0.0
26.0,Inf,Inf,Inf,Inf,35.0
15.0,Inf,Inf,Inf,Inf,19.0
Inf,Inf,Inf,Inf,Inf,Inf
43.0,Inf,Inf,Inf,Inf,49.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
78.0,Inf,Inf,Inf,Inf,79.0
Inf,Inf,Inf,Inf,Inf,Inf
34.0,Inf,Inf,Inf,Inf,35.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,26.0,32.0,Inf,Inf,33.0
35.0,Inf,Inf,Inf,Inf,36.0
Inf,Inf,Inf,Inf,16.0,39.0
27.0,Inf,Inf,Inf,Inf,28.0
Inf,23.0,26.0,Inf,Inf,35.0
22.0,Inf,Inf,Inf,Inf,35.0
18.0,Inf,Inf,Inf,Inf,27.0
17.0,Inf,Inf,Inf,Inf,22.0
18.0,Inf,Inf,Inf,Inf,19.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
35.0,Inf,Inf,Inf,Inf,40.0
0.0,Inf,Inf,Inf,Inf,0.0
53.0,Inf,Inf,Inf,Inf,61.0
Inf,Inf,Inf,Inf,Inf,Inf
17.0,Inf,Inf,Inf,Inf,19.0
23.0,Inf,Inf,Inf,Inf,24.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
41.0,Inf,Inf,Inf,Inf,46.0
0.0,Inf,Inf,Inf,Inf,0.0
25.0,Inf,Inf,Inf,Inf,33.0
Inf,31.0,40.0,Inf,Inf,45.0
33.0,Inf,Inf,Inf,Inf,39.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
27.0,Inf,Inf,Inf,Inf,29.0
15.0,Inf,Inf,Inf,Inf,16.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,64.0,71.0,Inf,Inf,73.0
49.0,Inf,Inf,Inf,Inf,50.0
53.0,Inf,Inf,Inf,Inf,57.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
16.0,Inf,Inf,Inf,Inf,18.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
Inf,33.0,35.0,40.0,55.0,66.0
Inf,Inf,Inf,Inf,Inf,Inf
36.0,Inf,Inf,Inf,Inf,42.0
39.0,Inf,Inf,Inf,Inf,40.0
44.0,Inf,Inf,Inf,Inf,46.0
65.0,Inf,Inf,Inf,Inf,68.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
24.0,Inf,Inf,Inf,Inf,28.0
24.0,Inf,Inf,Inf,Inf,28.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
Inf,97.0,100.0,Inf,Inf,102.0
98.0,Inf,Inf,Inf,Inf,99.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
34.0,Inf,Inf,Inf,Inf,41.0
64.0,Inf,Inf,Inf,Inf,67.0
Inf,Inf,Inf,Inf,Inf,Inf
43.0,Inf,Inf,Inf,Inf,46.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,28.0,33.0,Inf,Inf,36.0
37.0,Inf,Inf,Inf,Inf,56.0
Inf,Inf,Inf,Inf,Inf,Inf
29.0,Inf,Inf,Inf,Inf,39.0
Inf,Inf,Inf,Inf,Inf,Inf
39.0,Inf,Inf,Inf,Inf,51.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,50.0,56.0,Inf,Inf,59.0
50.0,Inf,Inf,Inf,Inf,54.0
0.0,Inf,Inf,Inf,Inf,0.0
14.0,Inf,Inf,Inf,Inf,16.0
Inf,29.0,32.0,Inf,Inf,39.0
37.0,Inf,Inf,Inf,Inf,40.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
Inf,5.0,12.0,Inf,Inf,16.0
14.0,Inf,Inf,Inf,Inf,20.0
25.0,Inf,Inf,Inf,Inf,26.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
37.0,Inf,Inf,Inf,Inf,41.0
Inf,1.0,8.0,Inf,Inf,12.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,7.0,22.0,Inf,Inf,25.0
34.0,Inf,Inf,Inf,Inf,40.0
Inf,68.0,76.0,Inf,Inf,79.0
36.0,Inf,Inf,Inf,Inf,40.0
32.0,Inf,Inf,Inf,Inf,36.0
22.0,Inf,Inf,Inf,Inf,27.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,11.0,17.0,Inf,Inf,24.0
94.0,Inf,Inf,Inf,Inf,100.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
Inf,26.0,36.0,Inf,Inf,37.0
27.0,Inf,Inf,Inf,Inf,28.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
81.0,Inf,Inf,Inf,Inf,84.0
25.0,Inf,Inf,Inf,Inf,29.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
17.0,Inf,Inf,Inf,Inf,23.0
12.0,Inf,Inf,Inf,Inf,14.0
Inf,Inf,Inf,Inf,Inf,Inf
56.0,Inf,Inf,Inf,Inf,67.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
45.0,Inf,Inf,Inf,Inf,46.0
41.0,Inf,Inf,Inf,Inf,45.0
0.0,Inf,Inf,Inf,Inf,0.0
45.0,Inf,Inf,Inf,Inf,51.0
Inf,49.0,60.0,61.0,137.0,155.0
49.0,Inf,Inf,Inf,Inf,53.0
Inf,42.0,48.0,49.0,56.0,69.0
66.0,Inf,Inf,Inf,Inf,68.0
0.0,Inf,Inf,Inf,Inf,0.0
36.0,Inf,Inf,Inf,Inf,40.0
0.0,Inf,Inf,Inf,Inf,0.0
61.0,Inf,Inf,Inf,Inf,62.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
50.0,Inf,Inf,Inf,Inf,61.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
35.0,Inf,Inf,Inf,Inf,38.0
29.0,Inf,Inf,Inf,Inf,45.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
Inf,48.0,55.0,Inf,Inf,57.0
57.0,Inf,Inf,Inf,Inf,74.0
Inf,43.0,44.0,Inf,Inf,49.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
10.0,Inf,Inf,Inf,Inf,11.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
63.0,Inf,Inf,Inf,Inf,68.0
28.0,Inf,Inf,Inf,Inf,29.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
27.0,Inf,Inf,Inf,Inf,28.0
71.0,Inf,Inf,Inf,Inf,74.0
33.0,Inf,Inf,Inf,Inf,35.0
0.0,Inf,Inf,Inf,Inf,0.0
43.0,Inf,Inf,Inf,Inf,46.0
Inf,60.0,70.0,Inf,Inf,71.0
81.0,Inf,Inf,Inf,Inf,89.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
0.0,Inf,Inf,Inf,Inf,0.0
57.0,Inf,Inf,Inf,Inf,68.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,2.0
0.0,Inf,Inf,Inf,Inf,0.0
40.0,Inf,Inf,Inf,Inf,45.0
33.0,Inf,Inf,Inf,Inf,34.0
Inf,Inf,Inf,Inf,Inf,Inf
0.0,Inf,Inf,Inf,Inf,0.0
Inf,Inf,Inf,Inf,Inf,Inf
Inf,39.0,46.0,Inf,Inf,48.0
