-1,-1,1,1,-1,-1,-1,4
-7,-9,-6,-10,-8,-4,-9,-8
1,4,4,1,4,4,4,3
-4,-6,-3,-7,-6,-6,-2,-7
-7,-1,-6,-8,-7,-8,-8,-7
-9,-9,-9,-8,-10,-1,-9,1
0,1,1,0,0,1,0,0
-1,-1,-1,-1,0,-1,0,1
-3,-1,-4,-2,-4,-2,-1,-4
-3,-5,-4,-4,-3,-3,-4,-5
1,0,2,-1,-1,0,-1,0
-1,4,0,-1,-2,0,-2,-2
-4,-3,-1,-2,-4,-1,-3,-2
-7,-8,-8,-7,-8,-5,-9,-5
0,-2,1,0,0,-2,-1,-1
-3,-4,-4,-2,-4,-4,0,-3
2,0,0,0,2,0,1,0
-7,-3,-5,-6,-1,-6,-7,-6
-10,-9,-8,-9,-10,-6,-4,-10
1,2,-3,0,1,2,1,2
-6,-9,-5,-7,-9,-9,-8,-5
-9,-8,-3,-8,-7,-9,-2,-9
-6,-8,-7,-9,-10,-9,-10,-6
-7,-6,-6,-7,-4,-6,-6,-7
5,5,-2,3,5,-2,5,5
-2,-1,-4,-3,-3,-3,-4,-1
-5,-5,-5,-4,-5,-5,-4,-5
-2,-2,-3,-3,-2,-2,-2,0
-2,-3,-3,-4,-4,-4,-1,-4
-4,-2,-4,-4,-4,-1,0,2
-7,-8,-5,-4,-6,-7,-7,-4
