0,0,0,0,0,40,109,109,0,0,56,0,109,109,109,109,0,109,0,0,109,109,0,55,77,0,0,109,0,109,109,109,109,0,109,109,109,0,109,0,109,109,109,0,0,0,0,109,0,109,109,109,109,109,109,0,0,0,109,0,0,0,109,0,109,109,0,109,0,109,109,0,0,77,109,0,109,0,109,109,109,0,109,0,0,0,0,109,14,109,0,109,0,0,51,109,109,109,109,56
0,0,0,0,109,0,0,0,109,0,109,0,109,96,109,0,109,109,89,0,109,0,0,109,109,109,109,109,109,109,0,109,0,0,109,109,109,0,0,0,109,109,0,59,0,0,109,0,109,0,109,0,0,109,0,0,109,0,21,22,109,0,0,0,109,0,109,109,0,1,0,109,0,109,0,0,70,109,85,0,109,0,109,109,109,0,109,109,109,109,109,0,0,109,0,0,99,0,0,109
109,109,109,109,109,109,109,109,109,88,109,109,87,109,109,109,109,0,109,109,109,37,109,103,109,0,109,109,109,109,109,109,109,109,109,36,109,109,109,37,79,109,109,9,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,79,109,109,1,0,109,109,109,109,109,109,109,109,0,109,109,109,109,109,109,109,109,0,109,109,109,109,109,109,109,0,109,0,109,109,109,109,109
109,109,109,109,109,109,0,109,109,109,109,0,109,109,109,83,109,109,109,109,109,109,0,109,0,17,109,109,109,109,109,0,109,109,109,109,109,22,109,109,109,109,109,39,109,0,109,109,109,109,109,75,109,109,109,109,39,53,109,24,109,109,109,109,109,109,109,3,0,109,109,109,109,0,109,106,109,109,109,109,109,109,109,109,109,109,109,109,68,109,109,109,109,109,106,109,109,109,3,109
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,64,109,109,80,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,64,109,109,109,109,109,109
0,0,0,0,0,0,109,109,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,109,109,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,109,0,0,0,0,0,0,109,109,0,109,0,0,0,0,0,0,0,0,0
110,110,110,110,110,110,109,109,110,109,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,109,109,110,110,110,110,110,110,110,110,110,110,109,110,110,110,110,110,110,110,110,110,110,109,110,110,110,110,110,110,110,110,109,109,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,109,110,110,110,110,110,110,109,104,110,109,110,110,110,110,110,110,110,110,110
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
0,0,0,109,0,109,109,0,0,55,109,0,0,109,0,109,0,109,109,109,109,0,0,60,109,0,0,109,0,0,48,0,0,0,109,0,0,0,0,0,0,0,0,109,109,0,0,0,0,60,0,0,109,0,0,0,0,0,109,109,0,0,0,109,0,109,0,0,0,0,0,0,0,109,0,0,78,0,0,109,109,0,0,0,109,109,0,0,109,0,0,0,0,0,0,0,0,0,0,109
0,0,0,0,109,0,0,109,109,0,0,0,0,109,0,0,0,0,109,0,109,109,0,0,74,0,3,0,65,109,0,0,0,0,0,109,0,109,109,0,109,0,109,109,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,109,109,109,0,0,109,25,0,0,109,0,0,5,109,0,109,109,109,0,55,55,0,0,0,0,0,0,0,0,0,0,109,0,0,0,109,0,107,0,109,109
23,33,34,6,20,13,19,14,33,40,46,13,31,26,20,32,52,52,17,21,47,1,30,43,29,39,48,14,11,46,47,51,40,25,32,43,38,47,43,49,39,32,22,25,14,24,11,39,40,33,36,44,50,40,32,34,44,27,21,27,12,30,50,48,36,41,18,20,26,34,14,44,11,36,43,34,27,49,27,14,26,37,27,47,15,33,38,48,36,9,29,32,43,13,37,3,22,18,42,46
